SMILES,FORMULA,DRUGBANK_ID,GENERIC_NAME
NC1=CC(=CNC1=O)C1=CC=NC=C1,C10H9N3O,DB01427,Amrinone
COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,C14H12O3,DB01428,Oxybenzone
CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,C22H30N2,DB01429,Aprindine
FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,C26H29F2N7,DB01430,Almitrine
[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C21H32O,DB01431,Allylestrenol
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C23H31NO2,DB01433,Methadyl acetate
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C18H24O2,DB01434,19-norandrostenedione
CN1N(C(=O)C=C1C)C1=CC=CC=C1,C11H12N2O,DB01435,Antipyrine
CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,C27H44O2,DB01436,Alfacalcidol
CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,C13H15NO2,DB01437,Glutethimide
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,C11H11N5,DB01438,Phenazopyridine
CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1C)C1=CC=CC=C1,C21H28N2OS,DB01439,3-Methylthiofentanyl
OCCCC(O)=O,C4H8O3,DB01440,gamma-Hydroxybutyric acid
COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1,C17H26N2O,DB01441,"5-Methoxy-N,N-diisopropyltryptamine"
COC1=CC(CC(C)N)=CC2=C1OCO2,C11H15NO3,DB01442,MMDA
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)CC3=CC[C@@]21[H],C18H24O2,DB01443,19-Nor-5-androstenedione
CC(C=C(C1=CC=CS1)C1=CC=CS1)N(C)C,C14H17NS2,DB01444,Dimethylthiambutene
CN(C)CCC1=CNC2=C1C=C(O)C=C2,C12H16N2O,DB01445,Bufotenine
CC(N)CC1=CNC2=CC=CC=C12,C11H14N2,DB01446,Indopan
CC1N=C(N)OC1C1=CC=CC=C1,C10H12N2O,DB01447,4-Methylaminorex
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)CCC,C25H35NO4,DB01450,Dihydroetorphine
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,C19H26O2,DB01451,1-Androstenedione
[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,C21H23NO5,DB01452,Diamorphine
CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C22H28N2O2,DB01453,Beta-hydroxyfentanyl
CNC(C)CC1=CC2=C(OCO2)C=C1,C11H15NO2,DB01454,Midomafetamine
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)CC3=CC[C@@]21[H],C18H28O2,DB01455,19-Nor-5-androstenediol
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(=O)CC[C@]12C,C19H26O2,DB01456,5-androstenedione
CCCSC1=CC(OC)=C(CCN)C=C1OC,C13H21NO2S,DB01458,"2,5-Dimethoxy-4-(n)-propylthiophenethylamine"
CCC(=O)N1C(=O)N(C2CCN(CCC(C#N)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C2=CC=CC=C12,C31H32N4O2,DB01459,Bezitramide
CCN(CC)CCC1=CNC2=CC=CC=C12,C14H20N2,DB01460,Diethyltryptamine
CCOC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C20H25NO3,DB01461,Dimenoxadol
CCOC1=CC=C(CC2=NC3=C(C=CC(=C3)[N+]([O-])=O)N2CCN(CC)CC)C=C1,C22H28N4O3,DB01462,Etonitazene
CCNC1C2CCC(C2)C1C1=CC=CC=C1,C15H21N,DB01463,Fencamfamin
CCOC(=O)C1(CCN(CCOCC2CCCO2)CC1)C1=CC=CC=C1,C21H31NO4,DB01464,Furethidine
COC1=CC(CC(C)N)=C(OC)C=C1,C11H17NO2,DB01465,"2,5-Dimethoxyamphetamine"
[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C19H23NO3,DB01466,Ethylmorphine
CCC1=CC(OC)=C(CC(C)N)C=C1OC,C13H21NO2,DB01467,"2,5-Dimethoxy-4-ethylamphetamine"
CCN(C)C(C)C=C(C1=CC=CS1)C1=CC=CS1,C15H19NS2,DB01468,Ethylmethylthiambutene
[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@@]11C[C@]([H])([C@](C)(O)CCC)[C@]2(OC)C=C1,C27H35NO5,DB01469,Acetorphine
CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CS1)C1=CC=CC=C1,C21H28N2OS,DB01470,alpha-methylthiofentanyl
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](C)CC2=CC(=O)CC[C@]12C,C21H32O2,DB01471,Bolasterone
COC1=CC=C(CC(C)N)C=C1,C10H15NO,DB01472,4-Methoxyamphetamine
[H][C@@]1(C)CN(C)CC[C@]1(OC(=O)CC)C1=CC=CC=C1,C16H23NO2,DB01473,Betaprodine
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C20H32O2,DB01474,"17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene"
CCOC(=O)C(CCN1CCOCC1)(C1=CC=CC=C1)C1=CC=CC=C1,C22H27NO3,DB01475,Dioxaphetyl butyrate
FC1=CC=CC=C1C12OCCN1CC(=O)NC1=C2C=C(Br)C=C1,C17H14BrFN2O2,DB01476,Haloxazolam
[Br-].[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CC[N+](C)(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C19H24BrNO3,DB01477,Codeine methylbromide
CCC(=O)OC1(CCN(C)CC1)C1=CC=CC=C1,C15H21NO2,DB01478,Desmethylprodine
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C20H34O2,DB01479,BA-2664
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@@]11C[C@]([H])(C(C)(C)O)[C@]2(OC)C=C1,C26H33NO4,DB01480,Cyprenorphine
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,C19H28O2,DB01481,1-Testosterone
CC(CC1=CC=CC=C1)NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,C18H23N5O2,DB01482,Fenethylline
CCC1(CC)C(=O)NC(=O)NC1=O,C8H12N2O3,DB01483,Barbital
COC1=CC(Br)=C(OC)C=C1CC(C)N,C11H16BrNO2,DB01484,"4-Bromo-2,5-dimethoxyamphetamine"
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,C19H28O3,DB01485,4-Hydroxytestosterone
C[C@H](N)[C@@H](O)C1=CC=CC=C1,C9H13NO,DB01486,Cathine
CCC(CC)(CNC(=O)CCCO)C1=CC(OC)=CC=C1,C17H27NO3,DB01487,Embutramide
CN(C)CCC1=CNC2=CC=CC=C12,C12H16N2,DB01488,Dimethyltryptamine
CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O,C19H18ClN3O3,DB01489,Camazepam
NC1=NCC(O1)C1=CC=CC=C1,C9H10N2O,DB01490,Aminorex
CCC(=O)C(CC(C)N1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,C24H31NO,DB01491,Dipipanone
[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C20H32O,DB01493,Ethylestrenol
OC(O)C(Cl)(Cl)Cl.C[N+](C)(C)CC([O-])=O,C7H14Cl3NO4,DB01494,Chloral betaine
OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1,C15H18Cl6N2O5,DB01495,Dichloralphenazone
FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,C16H11F3N2O3S,DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione"
[H][C@]12CC3=C4C(OC5[C@@]4(CCN1C)[C@]21CC(C(C)(O)CCC)C5(OC)C=C1)=C(O)C=C3,C25H33NO4,DB01497,Etorphine
CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H29NO,DB01498,Alphamethadol
CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)C1=CC=CC=C1,C17H25NO2,DB01499,Alphameprodine
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C(O)=C3CC[C@@]21[H],C18H26O3,DB01500,Oxabolone
OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C28H28N2O2,DB01501,Difenoxin
CCC(=O)N(CC(C)N(C)CCC1=CC=CC=C1)C1=CC=CC=C1,C21H28N2O,DB01502,Diampromide
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)C=C[C@]12C,C19H30O2,DB01503,1-Androstenediol
CCOC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1,C18H27NO4,DB01505,Etoxeridine
NC1(CCCCC1)C1=CC=CC=C1,C12H17N,DB01506,1-Phenylcyclohexylamine
CC(N)CC1=CC2=C(OCO2)C=C1,C10H13NO2,DB01509,Tenamfetamine
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,C15H10Cl2N2O,DB01511,Delorazepam
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CC[C@@H]2O,C17H21NO4,DB01512,Hydromorphinol
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C,C20H34O2,DB01513,"17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane"
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NON=C3C[C@]12C,C20H30N2O2,DB01514,Furazabol
[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(O)=O)N2C,C16H19NO4,DB01515,Benzoylecgonine
COC1=CC(CC(C)N)=CC(OC)=C1OC,C12H19NO3,DB01516,"3,4,5-Trimethoxyamphetamine"
CCOC(=O)C1(CCN(CCOCC2=CC=CC=C2)CC1)C1=CC=CC=C1,C23H29NO3,DB01518,Benzethidine
C1CCN(CC1)C1(CCCCC1)C1=CC=CS1,C15H23NS,DB01520,Tenocyclidine
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)CC[C@]12C,C19H27ClO2,DB01521,Clostebol
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C23H31NO2,DB01522,Betacetylmethadol
CCN(CC)CCN1C(CC2=CC=C(Cl)C=C2)=NC2=C1C=CC(=C2)[N+]([O-])=O,C20H23ClN4O2,DB01523,Clonitazene
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C19H30O2,DB01524,Androstenediol
[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(O)=O)N2C,C9H15NO3,DB01525,Ecgonine
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C[C@@H](O)CC[C@]12C,C19H30O2,DB01526,4-Androstenediol
CC(C)(N)CC1=CC=CC=C1Cl,C10H14ClN,DB01527,Clortermine
COC1=CC(CC(C)N)=C(OC)C=C1C,C12H19NO2,DB01528,"4-Methyl-2,5-dimethoxyamphetamine"
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,C25H32N2O2,DB01529,Dextromoramide
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,C19H32O2,DB01530,"5alpha-androstane-3alpha,17beta-diol"
[H][C@@]12CCC[C@@]3([H])[C@@]4([H])CC5=CC=C(O)C(O1)=C5[C@@]23CCN4C,C17H21NO2,DB01531,Desomorphine
CC(CC1=CC=CC=C1)N1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,C22H28N2O,DB01532,α-Methylacetylfentanyl
CCN(CC)C(C)C=C(C1=CC=CS1)C1=CC=CS1,C16H21NS2,DB01533,Diethylthiambutene
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,C8H15Cl3O3,DB01534,Chlorhexadol
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC,C24H30N2O3,DB01535,Carfentanil
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C19H26O2,DB01536,Androstenedione
COC1=CC(Br)=C(OC)C=C1CCN,C10H14BrNO2,DB01537,"4-Bromo-2,5-dimethoxyphenethylamine"
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2OC(C)=O,C20H25NO4,DB01538,Acetyldihydrocodeine
N#CC1(CCCCC1)N1CCCCC1,C12H20N2,DB01539,1-Piperidinocyclohexanecarbonitrile
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C(O)=C3CC[C@@]21[H],C19H28O3,DB01540,17alpha-methyl-4-hydroxynandrolone
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C19H26O2,DB01541,Boldenone
CCC(=O)OC1(CCN(C)CC1CC=C)C1=CC=CC=C1,C18H25NO2,DB01542,Allylprodine
[H][C@@]12CC[C@H](O)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C19H28O2,DB01543,18-methyl-19-nortestosterone
CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,C16H12FN3O3,DB01544,Flunitrazepam
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,C18H14ClFN2O3,DB01545,Ethyl loflazepate
CCC(N)CC1=CNC2=CC=CC=C12,C12H16N2,DB01546,Etryptamine
[H][C@]12CC3=C(C(OC)=C(OC)C=C3)[C@@]3(CCN1C)C[C@H](O)CC[C@@]23O,C19H27NO4,DB01547,Drotebanol
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@H](C1)C(C)(C)O,C26H35NO4,DB01548,Diprenorphine
C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1,C16H23N,DB01549,Rolicyclidine
CC(CC1=CC=CC=C1)NCCC#N,C12H16N2,DB01550,Fenproporex
[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,C18H23NO3,DB01551,Dihydrocodeine
CC[C@@H]1CN(C)CC[C@]1(OC(=O)CC)C1=CC=CC=C1,C17H25NO2,DB01552,Betameprodine
ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,C17H14Cl2N2O2,DB01553,Cloxazolam
C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@H]34)[C@@H]1CC[C@@H]2O,C18H28O2,DB01554,Bolandiol
CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C23H31NO2,DB01555,Alphacetylmethadol
CC(C)(N)CC1=CC=C(Cl)C=C1,C10H14ClN,DB01556,Chlorphentermine
CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CC=C1)C1=CC=CC=C1,C23H30N2O,DB01557,α-Methylfentanyl
BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,C14H10BrN3O,DB01558,Bromazepam
CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,C16H15ClN2OS,DB01559,Clotiazepam
C[C@H](N)C(=O)C1=CC=CC=C1,C9H11NO,DB01560,Cathinone
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,C19H28O2,DB01561,Androstanedione
CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,C21H25NO2,DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine
OC(O)C(Cl)(Cl)Cl,C2H3Cl3O2,DB01563,Chloral hydrate
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](C)CC2=CC(=O)CC[C@]12C,C21H32O2,DB01564,Calusterone
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,C17H21NO3,DB01565,Dihydromorphine
CCNC(C)CC1=CC2=C(OCO2)C=C1,C12H17NO2,DB01566,Methylenedioxyethamphetamine
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,C16H12ClFN2O,DB01567,Fludiazepam
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CC[N@+](C)([O-])[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C18H21NO4,DB01568,Codeine-N-oxide
[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C,C21H28O4,DB01569,Formebolone
CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1C)C1=CC=CC=C1,C23H30N2O2,DB01570,Ohmefentanyl
CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1C)C1=CC=CC=C1,C23H30N2O,DB01571,3-Methylfentanyl
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,C20H30O2,DB01572,Methyl-1-testosterone
[H][C@@]12OC3=C(OCC4=CC=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C24H25NO3,DB01573,Benzylmorphine
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],AlH9MgO15Si4,DB01574,Attapulgite
O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],Al2H4O9Si2,DB01575,Kaolin
C[C@H](N)CC1=CC=CC=C1,C9H13N,DB01576,Dextroamphetamine
CN[C@@H](C)CC1=CC=CC=C1,C10H15N,DB01577,Metamfetamine
CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I,C18H22I3N3O8,DB01578,Metrizamide
C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,C12H17NO,DB01579,Phendimetrazine
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,C15H23NO3,DB01580,Oxprenolol
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,C11H12N4O2S,DB01581,Sulfamerazine
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,C12H14N4O2S,DB01582,Sulfamethazine
[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,C30H21I7N2Na2O8,DB01583,Liotrix
[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,DB01586,Ursodeoxycholic acid
CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,C20H17ClN2O3,DB01587,Ketazolam
ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,C19H17ClN2O,DB01588,Prazepam
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,C17H11ClF4N2S,DB01589,Quazepam
[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,C53H83NO14,DB01590,Everolimus
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,C23H26N2O2,DB01591,Solifenacin
[Fe],Fe,DB01592,Iron
[Zn],Zn,DB01593,Zinc
OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O,C18H13ClFN3O2,DB01594,Cinolazepam
[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,C15H11N3O3,DB01595,Nitrazepam
CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,C16H26N2O5S,DB01597,Cilastatin
[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,C12H17N3O4S,DB01598,Imipenem
CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,C31H48O2S2,DB01599,Probucol
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,C14H12O3S,DB01600,Tiaprofenic acid
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,C37H48N4O5,DB01601,Lopinavir
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,C21H27N3O7S,DB01602,Bacampicillin
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,C17H20N2O6S,DB01603,Meticillin
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,C22H29N3O6S,DB01604,Pivampicillin
[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,C21H33N3O5S,DB01605,Pivmecillinam
[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,C10H12N4O5S,DB01606,Tazobactam
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,C15H16N2O6S2,DB01607,Ticarcillin
OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,C21H23N3OS,DB01608,Periciazine
OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,C21H15N3O4,DB01609,Deferasirox
CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,C14H22N6O5,DB01610,Valganciclovir
CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,C18H26ClN3O,DB01611,Hydroxychloroquine
CCCCCON=O,C5H11NO2,DB01612,Amyl Nitrite
[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,C4H6N4O12,DB01613,Erythrityl tetranitrate
CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,C19H22N2OS,DB01614,Acepromazine
CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,C19H22N2OS,DB01615,Aceprometazine
CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,C20H27N,DB01616,Alverine
CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,C16H24N2O2,DB01618,Molindone
CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,C19H19N,DB01619,Phenindamine
CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,C16H20N2,DB01620,Pheniramine
CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,C24H33N3O3S2,DB01621,Pipotiazine
CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,C22H30N4O2S2,DB01622,Thioproperazine
CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,C23H29N3O2S2,DB01623,Thiothixene
OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,C22H25ClN2OS,DB01624,Zuclopenthixol
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,C23H33N2O,DB01625,Isopropamide
CN(CC#C)CC1=CC=CC=C1,C11H13N,DB01626,Pargyline
[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,C18H34N2O6S,DB01627,Lincomycin
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,C18H15ClN2O2S,DB01628,Etoricoxib
